UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0772342C;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;127;Scolaire;15;32025014;32025010;TRUE;32211025010;;
0111059S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;3;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0755573A;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;4;Apprentissage;25;32031408;32031408;FALSE;32211031408;;
0620063G;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;8;Apprentissage;3;32031310;32031310;FALSE;32211031310;;
0620063G;BTS - Services - Tourisme - en apprentissage;32211033426;13;Apprentissage;3;32033426;32033426;FALSE;32211033426;;
0880019T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;13;Apprentissage;12;32031409;32031409;FALSE;32211031409;;
0141275K;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;37;Apprentissage;12;32022316;32022316;FALSE;32211022316;;
0562018P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;89;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0562018P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;119;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0250001R;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage;32211022505;9;Scolaire;5;32022505;32022505;FALSE;32211022505;;
0250001R;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage - en apprentissage;32211022505;6;Apprentissage;1;32022505;32022505;FALSE;32211022505;;
0110944S;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;66;Apprentissage;16;32321014;32321014;FALSE;32212021014;;
0312331R;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;35;Apprentissage;13;32331204;32331204;FALSE;32212031204;;
0421859T;BTS - Agricole - productions animales;32212021205;64;Scolaire;15;32321205;32321205;FALSE;32212021205;;
9720424D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;131;Apprentissage;5;32031212;32031212;FALSE;32211031212;;
0241092G;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;30;Apprentissage;12;32330001;32330001;FALSE;32212030001;;
0460745K;BTS - Agricole - productions animales - en apprentissage;32212021205;103;Apprentissage;20;32321205;32321205;FALSE;32212021205;;
0133424B;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;113;Apprentissage;15;32033002;32033001;TRUE;32211033001;;
0212114J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;37;Apprentissage;4;32032409;32032409;FALSE;32211032409;;
0760058A;BTS - Services - Gestion de la PME - en apprentissage;32211031409;89;Apprentissage;5;32031409;32031409;FALSE;32211031409;;
0212109D;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;34;Apprentissage;;32020111;32020111;FALSE;32211020111;;
0772742M;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;75;Apprentissage;30;32032409;32032409;FALSE;32211032409;;
0772742M;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;147;Apprentissage;30;32034502;32034501;TRUE;32211034501;;
0772742M;BTS - Services - Professions immobilières - en apprentissage;32211031309;344;Apprentissage;30;32031309;32031309;FALSE;32211031309;;
0772742M;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;166;Apprentissage;30;32031408;32031408;FALSE;32211031408;;
0810833R;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;26;Apprentissage;5;32321014;32321014;FALSE;32212021014;;
0301286K;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;48;Apprentissage;25;32025014;32025010;TRUE;32211025010;;
0110680E;BTS - Services - Professions immobilières - en apprentissage;32211031309;139;Apprentissage;;32031309;32031309;FALSE;32211031309;;
0342156J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;31;Apprentissage;;32032409;32032409;FALSE;32211032409;;
0772667F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;464;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0570210U;BTS - Services - Tourisme - en apprentissage;32211033426;68;Apprentissage;8;32033426;32033426;FALSE;32211033426;;
0570210U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;67;Apprentissage;8;32031212;32031212;FALSE;32211031212;;
0755934T;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;679;Apprentissage;75;32032612;32032612;FALSE;32211032612;;
0353052C;BTS - Services - Gestion de la PME - en apprentissage;32211031409;85;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0694061P;BTS - Services - Gestion de la PME - en apprentissage;32211031409;123;Apprentissage;;32031409;32031409;FALSE;32211031409;;
0352779F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;105;Apprentissage;15;32031409;32031409;FALSE;32211031409;;
0755984X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;122;Apprentissage;50;32031409;32031409;FALSE;32211031409;;
0442931X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;71;Apprentissage;15;32031409;32031409;FALSE;32211031409;;
0692681P;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;53;Apprentissage;10;32321401;32321401;FALSE;32212021401;;
0542295B;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;36;Apprentissage;30;32321401;32321401;FALSE;32212021401;;
0442931X;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;17;Apprentissage;10;32034304;32034304;FALSE;32211034304;;
0352267Z;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;126;Apprentissage;10;32033606;32033606;FALSE;32211033606;;
0030925P;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;17;Apprentissage;20;32033206;32033204;TRUE;32211033204;;
0731586C;BTS - Services - Communication - en apprentissage;32211032002;61;Apprentissage;15;32032002;32032002;FALSE;32211032002;;
0730805D;BTS - Services - Communication - en apprentissage;32211032002;113;Apprentissage;30;32032002;32032002;FALSE;32211032002;;
0693176C;BTS - Services - Communication - en apprentissage;32211032002;472;Apprentissage;24;32032002;32032002;FALSE;32211032002;;
0851461B;BTS - Services - Communication - en apprentissage;32211032002;124;Apprentissage;20;32032002;32032002;FALSE;32211032002;;
0370759Z;BTS - Services - Communication - en apprentissage;32211032002;137;Apprentissage;15;32032002;32032002;FALSE;32211032002;;
0492064C;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;136;Apprentissage;15;32034502;32034501;TRUE;32211034501;;
0061610T;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;67;Apprentissage;10;32033002;32033001;TRUE;32211033001;;
0693452C;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;154;Apprentissage;15;32033002;32033001;TRUE;32211033001;;
0531006F;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;31;Apprentissage;12;32033002;32033001;TRUE;32211033001;;
0442925R;BTS - Services - Professions immobilières - en apprentissage;32211031309;293;Apprentissage;200;32031309;32031309;FALSE;32211031309;;
0060777M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;56;Apprentissage;15;32032612;32032612;FALSE;32211032612;;
0442925R;BTS - Services - Commerce International - en apprentissage;32211031215;285;Apprentissage;30;32031215;32031215;FALSE;32211031215;;
0755206B;BTS - Services - Commerce International - en apprentissage;32211031215;480;Apprentissage;20;32031215;32031215;FALSE;32211031215;;
0301874Z;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;26;Apprentissage;12;32025415;32025415;FALSE;32211025415;;
0841173U;BTS - Services - Commerce International - en apprentissage;32211031215;144;Apprentissage;5;32031215;32031215;FALSE;32211031215;;
0841173U;BTS - Services - Tourisme - en apprentissage;32211033426;91;Apprentissage;;32033426;32033426;FALSE;32211033426;;
0060777M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;139;Apprentissage;10;32031212;32031212;FALSE;32211031212;;
0060907D;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;85;Apprentissage;12;32033606;32033606;FALSE;32211033606;;
0060777M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;133;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0841173U;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;170;Apprentissage;;32031310;32031310;FALSE;32211031310;;
0060777M;BTS - Services - Professions immobilières - en apprentissage;32211031309;305;Apprentissage;25;32031309;32031309;FALSE;32211031309;;
0060777M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;54;Apprentissage;10;32031409;32031409;FALSE;32211031409;;
0133810W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;82;Apprentissage;8;32031213;32031213;FALSE;32211031213;;
0060777M;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;62;Apprentissage;10;32031408;32031408;FALSE;32211031408;;
0060777M;BTS - Services - Communication - en apprentissage;32211032002;174;Apprentissage;10;32032002;32032002;FALSE;32211032002;;
0562018P;BTS - Services - Professions immobilières - en apprentissage;32211031309;118;Apprentissage;20;32031309;32031309;FALSE;32211031309;;
0562018P;BTS - Services - Tourisme - en apprentissage;32211033426;80;Apprentissage;20;32033426;32033426;FALSE;32211033426;;
0111059S;BTS - Services - Professions immobilières - en apprentissage;32211031309;7;Apprentissage;;32031309;32031309;FALSE;32211031309;;
0550002D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;14;Apprentissage;5;32031212;32031212;FALSE;32211031212;;
0301758Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;1;Apprentissage;;32031409;32031409;FALSE;32211031409;;
0062327X;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;34;Apprentissage;25;32033107;32033107;FALSE;32211033107;;
0134304H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;5;Apprentissage;24;32031213;32031213;FALSE;32211031213;;
0597269F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;2;Apprentissage;25;32031213;32031213;FALSE;32211031213;;
0620063G;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;1;Apprentissage;3;32032409;32032409;FALSE;32211032409;;
0620063G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;7;Apprentissage;3;32031212;32031212;FALSE;32211031212;;
0550072E;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;2;Apprentissage;6;32025014;32025010;TRUE;32211025010;;
0755978R;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;14;Apprentissage;50;32031212;32031212;FALSE;32211031212;;
0755701P;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;22;Apprentissage;200;32034502;32034501;TRUE;32211034501;;
0755701P;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;39;Apprentissage;100;32032612;32032612;FALSE;32211032612;;
0755701P;BTS - Services - Communication - en apprentissage;32211032002;46;Apprentissage;200;32032002;32032002;FALSE;32211032002;;
0755701P;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;2;Apprentissage;100;32032409;32032409;FALSE;32211032409;;
0551032Y;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;32;Apprentissage;;32034401;32034401;FALSE;32211034401;;
0690040U;BTS - Services - Prothésiste dentaire - en apprentissage;32211033110;367;Apprentissage;3;32033110;32033110;FALSE;32211033110;;
0131402D;BTS - Services - Professions immobilières - en apprentissage;32211031309;472;Apprentissage;34;32031309;32031309;FALSE;32211031309;;
0460706T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;49;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0831804K;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;124;Apprentissage;90;32031213;32031213;FALSE;32211031213;;
0292404F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;162;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0292404F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;326;Apprentissage;30;32031213;32031213;FALSE;32211031213;;
0292404F;BTS - Services - Tourisme - en apprentissage;32211033426;170;Apprentissage;25;32033426;32033426;FALSE;32211033426;;
0422256Z;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;95;Apprentissage;10;32025014;32025010;TRUE;32211025010;;
0292404F;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;152;Apprentissage;25;32032612;32032612;FALSE;32211032612;;
0573812J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;106;Apprentissage;60;32031213;32031213;FALSE;32211031213;;
0772918D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;152;Apprentissage;80;32031212;32031212;FALSE;32211031212;;
