Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé voie d’orientation;Mnémonique MEF national de rattachement;Code spécialité du MEF national de rattachement;MEF STAT 11;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Taux de pression (Total demandes vœux 1 / Capacité carte scolaire);Demandes vœux 1;Demandes tous vœux;Affectés voeu 1;Affectés tous vœux
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31107.0;23820031107;1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,13;27;38;24;24
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31114.0;23820031114;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;0,63;10;33;9;16
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;34304.0;23820034304;1ERPRO HYGIENE PROPRETE STERILISATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,6;9;16;9;15
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;22142.0;23210022142;1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;26;0,58;14;106;11;26
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;25440.0;23210025440;1CAP2  CARROSSIER AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;11;2,3;23;141;5;11
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;31122.0;23210031122;1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;16;0,93;14;89;7;16
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;33002.0;23210033002;1CAP2  AGENT ACCOMPAGNANT AU GRAND AGE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;1,33;16;67;9;12
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25222.0;23810025222;2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;60;64;1,5;90;216;42;64
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25412.0;23810025412;2NDPRO CARROSSIER PEINTRE AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;20;21;0,45;9;74;6;21
0011118K;LP LYC METIER;GABRIEL VOISIN;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;32;34;0,16;5;84;4;34
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;32;32;1,34;43;81;29;32
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31212.0;23820031212;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;0,94;15;54;6;16
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;2,75;44;113;16;16
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;1,88;30;88;15;16
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;33007.0;23820033007;1ERPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;1,29;58;83;41;45
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;33606.0;23820033606;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;32;32;1,16;37;51;28;32
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;13;2;24;173;7;13
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;CAP;1CAP2;33205.0;23210033205;1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;2,08;50;197;23;24
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;16;2,8;42;144;11;16
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;24204.0;23810024204;2NDPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,53;23;70;12;15
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;32;32;1,13;36;143;22;32
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;32;32;2,78;89;319;26;32
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;31;2,53;76;212;25;31
0010021T;LP LYC METIER;MARCELLE PARDE;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33605.0;23810033605;2NDPRO MET.BEAUTE&BIEN-ETRE 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;32;34;1,63;52;139;29;34
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;20009.0;23820020009;1ERPRO MODELISATION ET PROTOTYPAGE 3D;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1,47;22;33;15;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;23203.0;23820023203;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,93;14;20;14;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;23405.0;23820023405;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,88;21;32;19;24
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25012.0;23820025012;1ERPRO MAINTENANCE SYST.PRODUC.CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,53;8;23;8;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25014.0;23820025014;1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,4;6;16;6;13
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1,73;26;59;12;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,03;31;62;27;30
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;34403.0;23820034403;1ERPRO METIERS DE LA SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;2;48;56;24;24
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;CAP;1CAP2;34405.0;23210034405;1CAP2  AGENT DE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,27;19;91;8;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20006.0;23810020006;2NDPRO MET.CON.DUR.BAT.&TRA.PUB.2NDE COM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;19;0,87;13;69;9;19
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;45;46;1,6;72;225;34;46
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20009.0;23810020009;2NDPRO MODELISATION ET PROTOTYPAGE 3D;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,27;19;69;15;15
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;16;0,6;9;45;9;16
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20104.0;23810020104;2NDPRO MET.PIL.MAINT.INST.AUTO.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;17;0,87;13;69;10;17
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;23409.0;23810023409;2NDPRO MET.AGENC.MENUIS.AMEUB.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;25;0,79;19;58;14;25
0010016M;LPO;JOSEPH-MARIE CARRIAT;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;34403.0;23810034403;2NDPRO METIERS DE LA SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;18;18;3,28;59;141;17;18
0010099C;LP PR;SAINT JOSEPH;BOURG-EN-BRESSE;AIN;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;24;15;0,46;11;40;8;11
0010099C;LP PR;SAINT JOSEPH;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;45;33;0,44;20;64;19;27
0010099C;LP PR;SAINT JOSEPH;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;32;17;0,34;11;31;9;12
0010099C;LP PR;SAINT JOSEPH;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;50;56;1,02;51;113;46;53
0010099C;LP PR;SAINT JOSEPH;BOURG-EN-BRESSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;39;31;0,9;35;77;31;31
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;22715.0;23210022715;1CAP2  MONTEUR INSTALLATIONS THERMIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;19;50;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23224.0;23210023224;1CAP2  MACON;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,03;30;60;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23324.0;23210023324;1CAP2  MONTEUR INSTALLATIONS SANITAIRES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;18;56;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23325.0;23210023325;1CAP2  CARRELEUR MOSAISTE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;8;22;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23326.0;23210023326;1CAP2  METIERS PLATRE ET ISOLATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;10;22;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23327.0;23210023327;1CAP2  PEINTRE APPLICATEUR REVETEMENTS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;21;56;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23447.0;23210023447;1CAP2  MENUISIER FABRICANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;9;26;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;23449.0;23210023449;1CAP2  MENUISIER INSTALLATEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;10;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;13;0;0
0010965U;OF CFA BOURG E;DU BTP AIN;BOURG-EN-BRESSE;AIN;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;20;61;0;0
0011336X;SEP PR;LPO PR JEANNE D'ARC;CESSY;AIN;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;6;0,53;8;23;2;6
0011336X;SEP PR;LPO PR JEANNE D'ARC;CESSY;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;32;9;0,41;13;24;8;8
0011336X;SEP PR;LPO PR JEANNE D'ARC;CESSY;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;32;14;0,53;17;41;10;10
0010020S;LP LYC METIER;GEORGES CHARPAK;CHATILLON-SUR-CHALARONNE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25219.0;23820025219;1ERPRO MAINT.MATERIELS OPT.A AGRICOLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;0,93;28;50;27;30
0010020S;LP LYC METIER;GEORGES CHARPAK;CHATILLON-SUR-CHALARONNE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25220.0;23820025220;1ERPRO MAINT.MATERIELS OPT.B CONS.MANUT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;0,7;14;49;14;14
0010020S;LP LYC METIER;GEORGES CHARPAK;CHATILLON-SUR-CHALARONNE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25221.0;23820025221;1ERPRO MAINT.MATERIELS OPT.C ESP. VERTS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;0,6;6;42;6;7
0010020S;LP LYC METIER;GEORGES CHARPAK;CHATILLON-SUR-CHALARONNE;AIN;CAP;1CAP2;25221.0;23210025221;1CAP2  MAINT.MATERIELS OPT.A AGRICOLES;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;10;2,8;28;84;10;10
0010020S;LP LYC METIER;GEORGES CHARPAK;CHATILLON-SUR-CHALARONNE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25222.0;23810025222;2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;60;60;0,58;35;100;35;60
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;4;64;96;16;16
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;0,25;4;33;3;16
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;1ERE PROFESSIONNELLE;1ERPRO;33007.0;23820033007;1ERPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,2;36;47;27;30
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;CAP;1CAP2;33205.0;23210033205;1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,07;16;50;8;15
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;2,7;81;152;25;30
0010072Y;LPO;INTERNATIONAL;FERNEY-VOLTAIRE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;1,27;38;87;22;30
0011326L;LPO;DE LA COTIERE;LA BOISSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,1;33;43;29;30
0011326L;LPO;DE LA COTIERE;LA BOISSE;AIN;1ERE PROFESSIONNELLE;1ERPRO;32304.0;23820032304;1ERPRO PHOTOGRAPHIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1,33;20;23;12;15
0011326L;LPO;DE LA COTIERE;LA BOISSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;25;1,5;36;87;22;25
0011326L;LPO;DE LA COTIERE;LA BOISSE;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;32304.0;23810032304;2NDPRO PHOTOGRAPHIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,2;18;50;10;15
0010814E;LP PR;SAINT JOSEPH;MIRIBEL;AIN;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;10;0,67;10;21;10;10
0010814E;LP PR;SAINT JOSEPH;MIRIBEL;AIN;CAP;1CAP2;33205.0;23210033205;1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;7;0,33;5;20;3;5
0010814E;LP PR;SAINT JOSEPH;MIRIBEL;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;24;18;0,79;19;38;15;15
0010814E;LP PR;SAINT JOSEPH;MIRIBEL;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;24;15;0,63;15;20;14;14
0010059J;LEGTPA;DE CIBEINS - MISERIEUX;MISERIEUX;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21213.0;23811021213;2DPROA CONDUITE PROD-AQUACOLES;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;16;16;0,44;7;16;7;15
0010059J;LEGTPA;DE CIBEINS - MISERIEUX;MISERIEUX;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21203.0;23811021203;2DPROA TECHN CONSEIL DE VENTE ANIMALERIE;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;16;16;1,5;24;50;12;16
0010059J;LEGTPA;DE CIBEINS - MISERIEUX;MISERIEUX;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21112.0;23811021112;2DPROA PRODUCTIONS;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;27;27;1,63;44;81;22;27
0011170S;MFREO;DE LA SAULSAIE - MONTLUEL;MONTLUEL;AIN;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;ST;25;15;0,76;19;33;15;15
0011170S;MFREO;DE LA SAULSAIE - MONTLUEL;MONTLUEL;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21112.0;23811021112;2DPROA PRODUCTIONS;National;AGRICULTURE;PRIVE;3eme;N;ST;25;3;0,2;5;9;3;3
0011170S;MFREO;DE LA SAULSAIE - MONTLUEL;MONTLUEL;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;33001.0;23811033001;2DPROA SERV PERS TERRIT;National;AGRICULTURE;PRIVE;3eme;N;ST;25;14;0,48;12;19;12;13
0011057U;LEAP;DE L'AIN - NANTUA;NANTUA;AIN;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;ST;35;9;0,29;10;35;3;7
0011057U;LEAP;DE L'AIN - NANTUA;NANTUA;AIN;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;22103.0;23811022103;2DPROA CONSEIL VENTE;National;AGRICULTURE;PRIVE;3eme;N;ST;35;2;0,09;3;18;2;2
